attendingphysician,claimid
PHY369032,1
PHY369034,6
PHY369035,1
PHY369037,6
PHY369039,3
PHY369040,3
PHY369041,20
PHY369042,7
PHY369043,2
PHY369046,2
PHY369047,1
PHY369048,1
PHY369050,2
PHY369051,2
PHY369052,1
PHY369053,14
PHY369055,1
PHY369056,3
PHY369057,13
PHY369058,1
PHY369059,1
PHY369061,1
PHY369062,4
PHY369063,12
PHY369065,1
PHY369066,3
PHY369067,1
PHY369069,1
PHY369073,1
PHY369074,4
PHY369076,39
PHY369077,1
PHY369078,1
PHY369079,10
PHY369081,4
PHY369083,1
PHY369084,2
PHY369085,10
PHY369086,2
PHY369087,1
PHY369088,1
PHY369090,1
PHY369092,10
PHY369094,16
PHY369097,1
PHY369099,2
PHY369101,1
PHY369102,1
PHY369103,1
PHY369105,2
PHY369106,62
PHY369107,1
PHY369108,10
PHY369109,4
PHY369110,1
PHY369111,2
PHY369113,4
PHY369114,1
PHY369115,7
PHY369116,1
PHY369118,1
PHY369119,97
PHY369121,2
PHY369122,482
PHY369123,1
PHY369124,2
PHY369125,3
PHY369128,1
PHY369129,1
PHY369130,77
PHY369134,16
PHY369135,1
PHY369136,1
PHY369139,2
PHY369141,6
PHY369142,3
PHY369143,2
PHY369147,1
PHY369148,2
PHY369149,52
PHY369153,27
PHY369154,124
PHY369155,1
PHY369156,5
PHY369157,3
PHY369158,4
PHY369159,1
PHY369161,10
PHY369163,2
PHY369164,11
PHY369165,2
PHY369167,3
PHY369168,9
PHY369171,3
PHY369173,2
PHY369174,3
PHY369176,1
PHY369177,1
PHY369179,1
PHY369180,2
PHY369181,1
PHY369182,1
PHY369183,1
PHY369185,1
PHY369186,1
PHY369187,1
PHY369190,1
PHY369191,1
PHY369193,1
PHY369194,2
PHY369195,1
PHY369196,1
PHY369201,1
PHY369202,7
PHY369203,2
PHY369204,1
PHY369206,4
PHY369210,1
PHY369211,1
PHY369212,1
PHY369213,1
PHY369216,1
PHY369217,2
PHY369218,6
PHY369219,10
PHY369220,14
PHY369221,5
PHY369223,2
PHY369224,1
PHY369225,1
PHY369226,66
PHY369227,12
PHY369228,2
PHY369230,1
PHY369231,14
PHY369232,2
PHY369233,2
PHY369234,9
PHY369236,4
PHY369238,8
PHY369239,1
PHY369240,1
PHY369242,1
PHY369243,2
PHY369244,1
PHY369245,1
PHY369247,19
PHY369248,1
PHY369249,3
PHY369252,5
PHY369253,3
PHY369254,68
PHY369256,4
PHY369258,1
PHY369261,4
PHY369262,3
PHY369265,2
PHY369267,1
PHY369269,9
PHY369270,14
PHY369271,1
PHY369272,4
PHY369273,8
PHY369275,1
PHY369277,2
PHY369278,1
PHY369279,3
PHY369280,1
PHY369281,1
PHY369282,1
PHY369283,1
PHY369284,3
PHY369285,1
PHY369286,3
PHY369287,3
PHY369289,1
PHY369290,1
PHY369292,1
PHY369293,7
PHY369294,30
PHY369295,3
PHY369299,1
PHY369302,3
PHY369303,6
PHY369305,11
PHY369306,1
PHY369307,24
PHY369308,4
PHY369309,7
PHY369310,1
PHY369311,1
PHY369313,1
PHY369314,3
PHY369316,14
PHY369317,1
PHY369318,2
PHY369319,7
PHY369320,1
PHY369322,1
PHY369323,2
PHY369325,24
PHY369326,4
PHY369327,1
PHY369328,1
PHY369331,1
PHY369332,3
PHY369334,15
PHY369335,2
PHY369336,3
PHY369339,3
PHY369340,4
PHY369341,1
PHY369343,1
PHY369345,3
PHY369346,1
PHY369347,3
PHY369348,2
PHY369349,1
PHY369350,2
PHY369351,1
PHY369352,9
PHY369355,1
PHY369356,1
PHY369358,3
PHY369359,1
PHY369360,11
PHY369361,4
PHY369362,1
PHY369363,21
PHY369364,4
PHY369369,2
PHY369372,1
PHY369373,7
PHY369375,1
PHY369376,1
PHY369377,1
PHY369380,2
PHY369381,2
PHY369383,2
PHY369384,3
PHY369391,6
PHY369393,1
PHY369394,2
PHY369395,1
PHY369397,24
PHY369398,2
PHY369399,12
PHY369402,1
PHY369403,1
PHY369404,1
PHY369405,1
PHY369407,2
PHY369408,1
PHY369409,3
PHY369410,1
PHY369411,2
PHY369414,1
PHY369416,2
PHY369420,11
PHY369423,1
PHY369424,1
PHY369425,1
PHY369426,1
PHY369430,1
PHY369431,2
PHY369432,1
PHY369435,1
PHY369437,1
PHY369439,1
PHY369440,5
PHY369441,1
PHY369442,6
PHY369444,6
PHY369445,4
PHY369448,1
PHY369450,2
PHY369451,4
PHY369452,5
PHY369453,1
PHY369454,3
PHY369456,2
PHY369457,3
PHY369458,11
PHY369461,7
PHY369463,3
PHY369464,3
PHY369465,2
PHY369466,1
PHY369470,1
PHY369472,1
PHY369476,1
PHY369477,10
PHY369479,1
PHY369480,6
PHY369481,4
PHY369482,4
PHY369484,1
PHY369487,3
PHY369489,1
PHY369490,2
PHY369491,6
PHY369492,1
PHY369493,1
PHY369494,1
PHY369495,1
PHY369496,2
PHY369497,2
PHY369498,3
PHY369500,5
PHY369502,2
PHY369503,1
PHY369504,1
PHY369506,1
PHY369507,1
PHY369509,1
PHY369510,2
PHY369511,2
PHY369513,4
PHY369516,1
PHY369517,11
PHY369518,1
PHY369519,2
PHY369522,1
PHY369526,1
PHY369528,1
PHY369530,2
PHY369531,1
PHY369532,3
PHY369533,3
PHY369534,1
PHY369535,2
PHY369536,4
PHY369538,3
PHY369539,7
PHY369543,1
PHY369544,1
PHY369547,2
PHY369548,1
PHY369549,1
PHY369550,3
PHY369551,98
PHY369552,4
PHY369553,95
PHY369556,1
PHY369557,17
PHY369558,2
PHY369559,2
PHY369560,11
PHY369563,2
PHY369565,1
PHY369567,3
PHY369568,2
PHY369569,1
PHY369570,1
PHY369572,1
PHY369573,2
PHY369575,3
PHY369577,7
PHY369578,2
PHY369580,1
PHY369581,1
PHY369582,2
PHY369583,4
PHY369584,1
PHY369586,1
PHY369589,2
PHY369590,1
PHY369593,2
PHY369595,1
PHY369596,4
PHY369597,1
PHY369600,14
PHY369602,1
PHY369603,1
PHY369604,21
PHY369605,1
PHY369607,28
PHY369608,2
PHY369609,14
PHY369610,1
PHY369613,2
PHY369614,1
PHY369615,3
PHY369616,2
PHY369617,2
PHY369620,48
PHY369621,1
PHY369622,4
PHY369623,1
PHY369624,2
PHY369625,7
PHY369626,1
PHY369627,2
PHY369628,1
PHY369629,2
PHY369631,1
PHY369632,1
PHY369633,1
PHY369634,2
PHY369635,1
PHY369637,13
PHY369638,1
PHY369640,1
PHY369641,8
PHY369642,1
PHY369643,2
PHY369648,2
PHY369649,1
PHY369650,17
PHY369651,5
PHY369653,1
PHY369654,18
PHY369656,1
PHY369657,5
PHY369658,1
PHY369659,35
PHY369661,1
PHY369662,10
PHY369665,2
PHY369668,1
PHY369669,1
PHY369670,7
PHY369673,1
PHY369675,52
PHY369676,1
PHY369677,3
PHY369678,1
PHY369679,1
PHY369682,6
PHY369685,13
PHY369686,19
PHY369687,4
PHY369689,5
PHY369690,2
PHY369691,1
PHY369692,2
PHY369693,3
PHY369694,2
PHY369696,1
PHY369697,3
PHY369698,7
PHY369700,10
PHY369705,1
PHY369706,1
PHY369707,2
PHY369710,5
PHY369712,29
PHY369713,2
PHY369715,2
PHY369716,2
PHY369717,3
PHY369718,4
PHY369720,1
PHY369721,1
PHY369722,1
PHY369723,3
PHY369724,9
PHY369725,1
PHY369729,4
PHY369730,1
PHY369731,5
PHY369732,3
PHY369733,5
PHY369734,1
PHY369735,4
PHY369736,1
PHY369738,1
PHY369740,3
PHY369742,1
PHY369743,1
PHY369744,1
PHY369747,1
PHY369748,1
PHY369749,1
PHY369750,1
PHY369751,3
PHY369753,2
PHY369755,1
PHY369756,1
PHY369760,6
PHY369761,1
PHY369763,3
PHY369764,8
PHY369767,1
PHY369772,1
PHY369773,4
PHY369776,3
PHY369777,12
PHY369780,1
PHY369781,4
PHY369784,2
PHY369785,7
PHY369787,1
PHY369788,1
PHY369789,1
PHY369790,1
PHY369792,1
PHY369793,3
PHY369794,6
PHY369797,2
PHY369798,1
PHY369800,1
PHY369801,16
PHY369802,1
PHY369803,2
PHY369804,89
PHY369806,1
PHY369807,2
PHY369808,3
PHY369810,2
PHY369811,4
PHY369812,1
PHY369814,1
PHY369815,5
PHY369816,4
PHY369818,2
PHY369819,1
PHY369820,2
PHY369821,1
PHY369822,2
PHY369823,1
PHY369824,1
PHY369825,32
PHY369826,2
PHY369828,11
PHY369830,1
PHY369832,2
PHY369833,1
PHY369834,1
PHY369836,1
PHY369839,3
PHY369840,4
PHY369841,3
PHY369842,4
PHY369843,3
PHY369844,1
PHY369845,2
PHY369846,2
PHY369851,1
PHY369852,1
PHY369853,21
PHY369854,3
PHY369856,1
PHY369859,5
PHY369860,14
PHY369861,1
PHY369863,2
PHY369865,9
PHY369867,2
PHY369868,35
PHY369869,44
PHY369871,1
PHY369872,2
PHY369873,21
PHY369876,2
PHY369877,2
PHY369878,4
PHY369880,1
PHY369884,1
PHY369885,1
PHY369886,1
PHY369887,2
PHY369888,1
PHY369890,1
PHY369891,5
PHY369893,1
PHY369897,2
PHY369899,5
PHY369900,8
PHY369903,1
PHY369904,1
PHY369905,4
PHY369906,13
PHY369908,1
PHY369911,1
PHY369912,2
PHY369914,1
PHY369915,1
PHY369918,2
PHY369919,16
PHY369920,2
PHY369922,8
PHY369925,3
PHY369926,1
PHY369928,1
PHY369929,4
PHY369930,3
PHY369931,7
PHY369932,2
PHY369933,1
PHY369936,2
PHY369938,11
PHY369939,1
PHY369940,1
PHY369942,1
PHY369943,2
PHY369944,1
PHY369945,1
PHY369952,8
PHY369954,1
PHY369955,1
PHY369956,9
PHY369957,1
PHY369958,2
PHY369959,19
PHY369960,30
PHY369962,1
PHY369963,3
PHY369965,3
PHY369966,2
PHY369967,2
PHY369969,1
PHY369970,3
PHY369971,1
PHY369972,1
PHY369975,2
PHY369976,2
PHY369977,1
PHY369978,7
PHY369979,1
PHY369981,5
PHY369983,1
PHY369985,2
PHY369987,1
PHY369988,5
PHY369989,1
PHY369990,2
PHY369994,1
PHY369995,2
PHY369996,4
PHY369997,1
PHY369998,17
PHY369999,2
PHY370000,1
PHY370001,3
PHY370002,15
PHY370003,1
PHY370004,6
PHY370006,6
PHY370007,3
PHY370009,1
PHY370013,1
PHY370014,2
PHY370016,1
PHY370017,2
PHY370020,3
PHY370022,1
PHY370023,1
PHY370026,1
PHY370028,2
PHY370029,2
PHY370031,1
PHY370032,40
PHY370033,1
PHY370034,2
PHY370035,2
PHY370036,3
PHY370037,2
PHY370038,4
PHY370039,1
PHY370040,2
PHY370041,1
PHY370043,1
PHY370044,1
PHY370045,1
PHY370046,1
PHY370047,1
PHY370050,1
PHY370051,1
PHY370052,7
PHY370053,1
PHY370055,11
PHY370056,2
PHY370057,3
PHY370060,6
PHY370061,1
PHY370063,1
PHY370065,1
PHY370066,1
PHY370069,8
PHY370071,3
PHY370072,1
PHY370074,1
PHY370075,20
PHY370078,1
PHY370079,8
PHY370081,1
PHY370083,1
PHY370085,1
PHY370086,1
PHY370091,1
PHY370092,2
PHY370093,3
PHY370094,2
PHY370095,1
PHY370096,2
PHY370097,6
PHY370098,4
PHY370100,2
PHY370102,1
PHY370104,1
PHY370106,1
PHY370108,1
PHY370109,12
PHY370110,3
PHY370114,1
PHY370115,3
PHY370119,1
PHY370120,24
PHY370122,4
PHY370123,1
PHY370124,2
PHY370125,2
PHY370126,1
PHY370127,4
PHY370128,2
PHY370129,2
PHY370131,2
PHY370134,1
PHY370138,3
PHY370139,10
PHY370140,1
PHY370141,1
PHY370145,4
PHY370146,1
PHY370147,3
PHY370148,3
PHY370149,3
PHY370150,2
PHY370151,3
PHY370152,1
PHY370153,1
PHY370154,1
PHY370155,1
PHY370156,1
PHY370157,1
PHY370158,18
PHY370159,2
PHY370160,1
PHY370161,1
PHY370163,5
PHY370165,14
PHY370166,1
PHY370167,8
PHY370168,1
PHY370169,1
PHY370171,4
PHY370172,1
PHY370174,1
PHY370175,1
PHY370176,1
PHY370180,6
PHY370181,1
PHY370182,7
PHY370184,3
PHY370186,2
PHY370190,5
PHY370191,1
PHY370192,3
PHY370193,24
PHY370194,4
PHY370195,1
PHY370196,2
PHY370197,1
PHY370199,1
PHY370200,1
PHY370201,2
PHY370203,20
PHY370204,2
PHY370207,1
PHY370208,2
PHY370209,1
PHY370210,3
PHY370212,13
PHY370213,16
PHY370216,2
PHY370218,5
PHY370219,11
PHY370220,1
PHY370222,1
PHY370223,1
PHY370225,2
PHY370226,1
PHY370227,2
PHY370228,3
PHY370232,2
PHY370233,32
PHY370234,5
PHY370235,1
PHY370236,1
PHY370237,44
PHY370238,1
PHY370239,14
PHY370240,129
PHY370241,6
PHY370242,2
PHY370244,2
PHY370245,7
PHY370246,2
PHY370247,1
PHY370248,5
PHY370249,1
PHY370250,3
PHY370251,1
PHY370252,4
PHY370253,1
PHY370254,3
PHY370258,1
PHY370259,2
PHY370263,1
PHY370264,1
PHY370265,1
PHY370266,3
PHY370267,4
PHY370268,1
PHY370269,1
PHY370271,1
PHY370272,1
PHY370273,1
PHY370274,3
PHY370277,2
PHY370278,1
PHY370279,1
PHY370280,1
PHY370282,4
PHY370285,1
PHY370286,36
PHY370287,1
PHY370289,6
PHY370290,1
PHY370291,3
PHY370292,1
PHY370293,1
PHY370295,3
PHY370296,2
PHY370297,1
PHY370299,2
PHY370300,1
PHY370301,1
PHY370303,1
PHY370304,1
PHY370305,2
PHY370306,1
PHY370308,1
PHY370310,1
PHY370311,8
PHY370312,3
PHY370313,3
PHY370314,3
PHY370315,7
PHY370316,1
PHY370317,18
PHY370318,1
PHY370321,2
PHY370322,4
PHY370324,31
PHY370325,2
PHY370326,3
PHY370327,103
PHY370328,3
PHY370329,1
PHY370330,12
PHY370332,1
PHY370333,2
PHY370336,4
PHY370337,2
PHY370338,1
PHY370339,2
PHY370340,2
PHY370341,16
PHY370342,97
PHY370345,1
PHY370346,1
PHY370347,1
PHY370348,3
PHY370349,1
PHY370350,38
PHY370351,1
PHY370352,1
PHY370354,1
PHY370355,1
PHY370356,1
PHY370357,3
PHY370358,5
PHY370359,1
PHY370360,3
PHY370361,2
PHY370362,2
PHY370363,1
PHY370364,1
PHY370365,4
PHY370368,2
PHY370370,1
PHY370371,7
PHY370372,2
PHY370374,2
PHY370375,2
PHY370376,4
PHY370377,3
PHY370378,6
PHY370379,7
PHY370380,4
PHY370381,4
PHY370382,2
PHY370383,2
PHY370384,1
PHY370385,1
PHY370389,5
PHY370390,3
PHY370392,1
PHY370393,1
PHY370394,3
PHY370396,1
PHY370397,8
PHY370398,1
PHY370399,24
PHY370400,3
PHY370401,1
PHY370402,3
PHY370403,1
PHY370405,1
PHY370406,1
PHY370407,1
PHY370408,6
PHY370410,2
PHY370411,3
PHY370412,1
PHY370414,12
PHY370415,1
PHY370419,39
PHY370421,1
PHY370423,4
PHY370424,2
PHY370425,2
PHY370427,1
PHY370428,1
PHY370429,2
PHY370430,11
PHY370431,1
PHY370432,2
PHY370434,3
PHY370437,1
PHY370438,3
PHY370439,2
PHY370441,50
PHY370443,1
PHY370444,1
PHY370445,3
PHY370446,2
PHY370447,2
PHY370448,12
PHY370449,2
PHY370450,1
PHY370452,3
PHY370453,11
PHY370454,1
PHY370455,3
PHY370457,1
PHY370458,3
PHY370460,1
PHY370461,1
PHY370463,2
PHY370464,2
PHY370466,1
PHY370467,7
PHY370468,2
PHY370469,1
PHY370472,44
PHY370473,2
PHY370475,1
PHY370477,2
PHY370478,2
PHY370480,4
PHY370482,2
PHY370483,2
PHY370485,1
PHY370486,1
PHY370488,1
PHY370489,1
PHY370490,1
PHY370491,1
PHY370492,7
PHY370493,1
PHY370497,2
PHY370498,1
PHY370501,1
PHY370503,5
PHY370504,1
PHY370505,1
PHY370506,1
PHY370507,1
PHY370508,1
PHY370509,1
PHY370510,19
PHY370511,1
PHY370513,1
PHY370516,1
PHY370517,12
PHY370518,1
PHY370519,1
PHY370520,1
PHY370521,1
PHY370524,111
PHY370525,1
PHY370527,2
PHY370529,3
PHY370531,3
PHY370532,1
PHY370535,1
PHY370536,2
PHY370537,1
PHY370538,3
PHY370539,3
PHY370540,8
PHY370545,2
PHY370546,1
PHY370547,1
PHY370548,1
PHY370549,2
PHY370550,2
PHY370554,2
PHY370555,2
PHY370557,1
PHY370558,1
PHY370559,1
PHY370561,1
PHY370565,4
PHY370566,1
PHY370567,3
PHY370568,1
PHY370569,3
PHY370570,3
PHY370571,1
PHY370572,1
PHY370573,15
PHY370574,1
PHY370575,1
PHY370576,1
PHY370577,1
PHY370578,1
PHY370579,1
PHY370580,7
PHY370581,2
PHY370583,2
PHY370584,1
PHY370585,1
PHY370587,1
PHY370588,2
PHY370589,1
PHY370592,7
PHY370594,8
PHY370597,1
PHY370599,1
PHY370600,5
PHY370601,2
PHY370602,1
PHY370604,2
PHY370605,3
PHY370606,6
PHY370608,1
PHY370609,1
PHY370610,7
PHY370611,3
PHY370612,1
PHY370614,6
PHY370616,2
PHY370618,1
PHY370619,6
PHY370620,1
PHY370622,3
PHY370624,1
PHY370625,7
PHY370626,2
PHY370627,2
PHY370629,82
PHY370631,1
PHY370634,1
PHY370635,1
PHY370639,2
PHY370640,2
PHY370641,1
PHY370642,1
PHY370643,1
PHY370644,3
PHY370645,1
PHY370646,1
PHY370648,1
PHY370652,3
PHY370653,1
PHY370654,1
PHY370655,1
PHY370657,2
PHY370658,2
PHY370659,2
PHY370662,2
PHY370663,1
PHY370664,2
PHY370665,2
PHY370666,2
PHY370667,1
PHY370668,3
PHY370670,1
PHY370671,1
PHY370673,4
PHY370674,7
PHY370675,1
PHY370677,1
PHY370678,1
PHY370680,3
PHY370681,1
PHY370682,53
PHY370684,5
PHY370687,1
PHY370689,2
PHY370690,1
PHY370691,1
PHY370692,1
PHY370693,2
PHY370695,1
PHY370697,3
PHY370699,1
PHY370701,15
PHY370702,3
PHY370703,1
PHY370706,4
PHY370707,1
PHY370709,1
PHY370710,4
PHY370714,1
PHY370719,4
PHY370720,2
PHY370721,21
PHY370722,1
PHY370723,1
PHY370724,6
PHY370725,3
PHY370726,1
PHY370728,2
PHY370731,5
PHY370732,2
PHY370735,3
PHY370737,48
PHY370738,3
PHY370740,2
PHY370741,44
PHY370743,6
PHY370745,218
PHY370747,1
PHY370748,1
PHY370753,2
PHY370754,1
PHY370755,2
PHY370756,3
PHY370757,2
PHY370758,2
PHY370759,5
PHY370760,6
PHY370762,4
PHY370763,1
PHY370765,3
PHY370766,2
PHY370767,1
PHY370768,31
PHY370769,1
PHY370770,1
PHY370771,1
PHY370772,1
PHY370774,1
PHY370776,1
PHY370777,1
PHY370778,1
PHY370781,4
PHY370782,2
PHY370783,2
PHY370785,103
PHY370787,1
PHY370788,1
PHY370789,1
PHY370790,1
PHY370792,1
PHY370794,3
PHY370795,6
PHY370796,2
PHY370797,3
PHY370798,12
PHY370799,1
PHY370801,1
PHY370802,3
PHY370803,1
PHY370806,1
PHY370811,1
PHY370812,3
PHY370814,3
PHY370815,25
PHY370816,2
PHY370818,1
PHY370819,1
PHY370823,2
PHY370824,8
PHY370825,2
PHY370826,3
PHY370828,1
PHY370829,1
PHY370830,1
PHY370831,5
PHY370837,1
PHY370840,2
PHY370841,1
PHY370842,5
PHY370843,4
PHY370844,15
PHY370845,1
PHY370849,3
PHY370851,1
PHY370853,1
PHY370854,1
PHY370861,3
PHY370862,1
PHY370865,3
PHY370868,1
PHY370870,5
PHY370871,1
PHY370873,1
PHY370875,10
PHY370877,1
PHY370879,12
PHY370880,4
PHY370881,18
PHY370884,1
PHY370885,19
PHY370886,3
PHY370887,1
PHY370888,1
PHY370889,1
PHY370890,2
PHY370892,5
PHY370893,1
PHY370894,5
PHY370895,4
PHY370896,1
PHY370898,4
PHY370900,1
PHY370902,2
PHY370904,2
PHY370907,1
PHY370908,1
PHY370909,11
PHY370910,1
PHY370911,1
PHY370914,2
PHY370915,2
PHY370916,2
PHY370918,1
PHY370919,1
PHY370921,2
PHY370922,1
PHY370923,5
PHY370924,4
PHY370925,2
PHY370927,3
PHY370928,9
PHY370929,2
PHY370931,4
PHY370932,2
PHY370933,1
PHY370936,11
PHY370938,1
PHY370939,3
PHY370943,33
PHY370947,7
PHY370948,1
PHY370949,2
PHY370950,6
PHY370951,3
PHY370954,3
PHY370955,1
PHY370958,1
PHY370961,12
PHY370963,1
PHY370968,1
PHY370971,1
PHY370973,1
PHY370974,3
PHY370976,1
PHY370977,4
PHY370979,4
PHY370980,2
PHY370982,2
PHY370984,10
PHY370986,1
PHY370987,5
PHY370988,1
PHY370989,3
PHY370991,4
PHY370992,1
PHY370994,1
PHY370995,1
PHY370996,12
PHY370997,2
PHY370998,1
PHY370999,22
PHY371000,4
PHY371003,4
PHY371006,1
PHY371007,1
PHY371008,3
PHY371011,43
PHY371013,1
PHY371014,6
PHY371015,3
PHY371017,5
PHY371018,1
PHY371019,1
PHY371020,4
PHY371021,1
PHY371022,1
PHY371024,1
PHY371025,1
PHY371027,5
PHY371028,2
PHY371029,1
PHY371030,1
PHY371033,1
PHY371034,4
PHY371035,4
PHY371036,4
PHY371038,2
PHY371039,2
PHY371041,1
PHY371043,1
PHY371044,1
PHY371045,10
PHY371046,3
PHY371047,1
PHY371049,11
PHY371050,1
PHY371052,1
PHY371055,1
PHY371056,1
PHY371057,9
PHY371058,3
PHY371060,5
PHY371064,4
PHY371065,2
PHY371066,18
PHY371067,3
PHY371068,1
PHY371069,2
PHY371071,4
PHY371072,1
PHY371074,2
PHY371076,1
PHY371077,1
PHY371078,2
PHY371079,27
PHY371080,1
PHY371083,1
PHY371088,12
PHY371089,1
PHY371091,2
PHY371094,7
PHY371095,2
PHY371097,3
PHY371098,8
PHY371100,1
PHY371102,2
PHY371104,16
PHY371105,5
PHY371107,2
PHY371108,2
PHY371110,1
PHY371113,1
PHY371115,1
PHY371116,2
PHY371118,2
PHY371119,1
PHY371120,1
PHY371121,1
PHY371122,1
PHY371123,3
PHY371124,1
PHY371125,1
PHY371126,5
PHY371127,3
PHY371128,6
PHY371129,1
PHY371133,96
PHY371135,10
PHY371136,1
PHY371137,11
PHY371138,27
PHY371140,1
PHY371141,1
PHY371142,3
PHY371143,6
PHY371144,4
PHY371145,73
PHY371146,16
PHY371148,1
PHY371149,3
PHY371151,3
PHY371152,1
PHY371153,6
PHY371154,1
PHY371155,1
PHY371158,1
PHY371159,3
PHY371162,2
PHY371163,1
PHY371166,1
PHY371168,11
PHY371169,49
PHY371171,13
PHY371172,1
PHY371173,2
PHY371174,47
PHY371175,10
PHY371176,5
PHY371177,5
PHY371179,2
PHY371181,13
PHY371182,1
PHY371184,8
PHY371186,6
PHY371187,2
PHY371188,1
PHY371189,1
PHY371190,1
PHY371191,1
PHY371194,1
PHY371195,17
PHY371196,1
PHY371200,2
PHY371202,2
PHY371204,1
PHY371205,2
PHY371209,4
PHY371210,19
PHY371211,1
PHY371213,1
PHY371214,1
PHY371215,11
PHY371216,2
PHY371217,1
PHY371218,1
PHY371219,5
PHY371221,1
PHY371222,2
PHY371223,12
PHY371224,1
PHY371225,4
PHY371227,1
PHY371229,22
PHY371234,3
PHY371235,1
PHY371236,2
PHY371238,1
PHY371240,2
PHY371241,2
PHY371244,2
PHY371246,1
PHY371247,2
PHY371249,2
PHY371250,1
PHY371252,3
PHY371253,2
PHY371256,1
PHY371259,5
PHY371260,1
PHY371261,15
PHY371262,1
PHY371263,3
PHY371264,82
PHY371266,1
PHY371269,1
PHY371271,6
PHY371272,2
PHY371275,2
PHY371276,1
PHY371277,1
PHY371278,2
PHY371279,1
PHY371280,4
PHY371284,3
PHY371285,1
PHY371286,8
PHY371287,3
PHY371288,34
PHY371289,1
PHY371291,2
PHY371295,1
PHY371298,4
PHY371300,1
PHY371301,1
PHY371302,2
PHY371304,1
PHY371306,3
PHY371309,2
PHY371310,1
PHY371311,1
PHY371312,34
PHY371313,4
PHY371315,2
PHY371316,1
PHY371317,5
PHY371318,1
PHY371319,2
PHY371321,5
PHY371323,2
PHY371327,1
PHY371328,3
PHY371329,49
PHY371330,2
PHY371331,1
PHY371332,2
PHY371334,1
PHY371336,4
PHY371337,2
PHY371338,1
PHY371340,3
PHY371341,4
PHY371344,1
PHY371345,1
PHY371346,2
PHY371348,1
PHY371349,14
PHY371350,3
PHY371352,3
PHY371356,1
PHY371357,1
PHY371358,1
PHY371359,1
PHY371361,2
PHY371363,1
PHY371364,20
PHY371365,3
PHY371366,71
PHY371370,2
PHY371371,4
PHY371373,1
PHY371376,1
PHY371378,3
PHY371381,4
PHY371382,1
PHY371383,3
PHY371385,1
PHY371387,1
PHY371388,1
PHY371391,18
PHY371392,1
PHY371393,4
PHY371394,4
PHY371395,1
PHY371397,2
PHY371398,1
PHY371400,1
PHY371401,2
PHY371402,8
PHY371403,2
PHY371404,1
PHY371405,1
PHY371407,3
PHY371408,1
PHY371409,12
PHY371412,6
PHY371413,7
PHY371414,1
PHY371415,3
PHY371416,1
PHY371417,1
PHY371420,1
PHY371421,1
PHY371422,1
PHY371423,1
PHY371424,2
PHY371425,1
PHY371427,1
PHY371428,1
PHY371430,2
PHY371432,1
PHY371433,1
PHY371435,5
PHY371436,2
PHY371437,5
PHY371438,3
PHY371439,1
PHY371442,1
PHY371443,1
PHY371444,1
PHY371445,2
PHY371447,2
PHY371448,1
PHY371450,13
PHY371452,1
PHY371454,1
PHY371456,3
PHY371459,165
PHY371460,1
PHY371463,1
PHY371464,1
PHY371465,2
PHY371466,1
PHY371467,2
PHY371470,54
PHY371471,2
PHY371472,1
PHY371473,5
PHY371474,9
PHY371475,5
PHY371476,1
PHY371479,1
PHY371481,2
PHY371482,5
PHY371484,6
PHY371485,1
PHY371486,2
PHY371489,2
PHY371490,2
PHY371491,1
PHY371494,20
PHY371495,1
PHY371496,1
PHY371497,4
PHY371499,4
PHY371501,9
PHY371504,1
PHY371505,2
PHY371506,2
PHY371507,94
PHY371509,1
PHY371510,12
PHY371512,1
PHY371513,1
PHY371516,2
PHY371519,1
PHY371520,1
PHY371521,3
PHY371522,3
PHY371523,36
PHY371524,17
PHY371526,2
PHY371527,3
PHY371528,1
PHY371529,3
PHY371530,1
PHY371531,1
PHY371532,1
PHY371535,2
PHY371537,2
PHY371538,4
PHY371539,5
PHY371540,11
PHY371541,3
PHY371542,28
PHY371543,2
PHY371544,2
PHY371545,1
PHY371547,1
PHY371548,4
PHY371549,2
PHY371550,58
PHY371551,1
PHY371552,2
PHY371553,1
PHY371554,2
PHY371556,2
PHY371557,57
PHY371560,2
PHY371561,5
PHY371562,207
PHY371564,2
PHY371566,2
PHY371569,1
PHY371570,1
PHY371571,1
PHY371572,2
PHY371574,4
PHY371575,16
PHY371576,277
PHY371577,1
PHY371578,1
PHY371579,16
PHY371580,1
PHY371583,22
PHY371584,2
PHY371585,2
PHY371586,1
PHY371587,2
PHY371588,1
PHY371590,2
PHY371591,4
PHY371592,1
PHY371593,6
PHY371594,1
PHY371595,3
PHY371596,13
PHY371598,1
PHY371600,1
PHY371602,2
PHY371604,2
PHY371605,1
PHY371606,4
PHY371607,1
PHY371608,1
PHY371610,5
PHY371611,4
PHY371612,5
PHY371613,1
PHY371615,2
PHY371616,2
PHY371617,1
PHY371618,2
PHY371619,4
PHY371620,1
PHY371621,7
PHY371623,2
PHY371624,2
PHY371625,2
PHY371626,13
PHY371628,1
PHY371629,1
PHY371630,3
PHY371635,37
PHY371636,1
PHY371637,4
PHY371638,1
PHY371642,1
PHY371645,15
PHY371646,1
PHY371647,2
PHY371648,3
PHY371650,2
PHY371651,1
PHY371652,2
PHY371653,1
PHY371654,1
PHY371655,1
PHY371656,1
PHY371657,1
PHY371658,7
PHY371659,2
PHY371660,2
PHY371661,1
PHY371663,2
PHY371664,14
PHY371665,2
PHY371666,3
PHY371667,15
