operatingphysician,claimid
PHY366154,4
PHY366156,31
PHY366158,1
PHY366163,2
PHY366166,1
PHY366173,1
PHY366176,3
PHY366179,1
PHY366180,1
PHY366186,1
PHY366195,2
PHY366202,1
PHY366204,3
PHY366212,1
PHY366215,1
PHY366230,1
PHY366231,1
PHY366236,12
PHY366242,1
PHY366243,1
PHY366245,1
PHY366248,3
PHY366252,2
PHY366261,1
PHY366269,2
PHY366271,1
PHY366273,2
PHY366274,1
PHY366280,2
PHY366286,1
PHY366287,1
PHY366289,1
PHY366293,2
PHY366297,1
PHY366298,13
PHY366305,1
PHY366308,10
PHY366310,1
PHY366313,3
PHY366314,1
PHY366315,1
PHY366317,1
PHY366323,1
PHY366336,2
PHY366342,1
PHY366344,1
PHY366348,2
PHY366349,1
PHY366359,1
PHY366361,1
PHY366363,1
PHY366365,4
PHY366373,2
PHY366374,1
PHY366376,10
PHY366377,2
PHY366378,2
PHY366385,1
PHY366389,1
PHY366392,1
PHY366393,1
PHY366395,2
PHY366396,1
PHY366398,8
PHY366400,1
PHY366404,1
PHY366405,1
PHY366407,85
PHY366410,1
PHY366412,1
PHY366414,2
PHY366417,1
PHY366428,1
PHY366433,1
PHY366434,14
PHY366435,1
PHY366436,8
PHY366445,3
PHY366466,1
PHY366472,5
PHY366479,3
PHY366480,1
PHY366488,13
PHY366491,1
PHY366494,15
PHY366495,1
PHY366498,3
PHY366501,50
PHY366504,5
PHY366506,1
PHY366510,1
PHY366511,2
PHY366514,1
PHY366518,2
PHY366533,1
PHY366535,4
PHY366537,1
PHY366538,1
PHY366539,1
PHY366545,1
PHY366549,1
PHY366556,1
PHY366558,1
PHY366559,1
PHY366560,2
PHY366561,1
PHY366563,1
PHY366564,1
PHY366569,1
PHY366577,1
PHY366579,1
PHY366583,2
PHY366585,2
PHY366586,2
PHY366590,2
PHY366600,6
PHY366601,1
PHY366609,1
PHY366611,1
PHY366613,3
PHY366615,1
PHY366623,1
PHY366630,2
PHY366631,1
PHY366632,1
PHY366633,17
PHY366638,1
PHY366640,4
PHY366642,2
PHY366644,2
PHY366653,2
PHY366654,1
PHY366656,1
PHY366658,11
PHY366662,8
PHY366663,2
PHY366665,5
PHY366666,1
PHY366673,1
PHY366676,2
PHY366678,1
PHY366680,1
PHY366682,1
PHY366684,4
PHY366692,5
PHY366693,1
PHY366697,12
PHY366699,2
PHY366700,1
PHY366704,2
PHY366707,1
PHY366708,1
PHY366714,1
PHY366722,2
PHY366723,1
PHY366724,6
PHY366725,4
PHY366732,8
PHY366736,1
PHY366737,8
PHY366753,1
PHY366755,36
PHY366756,6
PHY366757,1
PHY366766,6
PHY366768,1
PHY366773,2
PHY366774,1
PHY366776,1
PHY366778,1
PHY366786,2
PHY366791,1
PHY366794,3
PHY366798,1
PHY366811,1
PHY366815,29
PHY366820,1
PHY366826,5
PHY366830,2
PHY366839,1
PHY366841,1
PHY366843,2
PHY366848,1
PHY366856,1
PHY366859,1
PHY366865,1
PHY366867,10
PHY366870,1
PHY366873,1
PHY366874,1
PHY366876,1
PHY366878,1
PHY366881,1
PHY366882,4
PHY366884,1
PHY366886,1
PHY366888,2
PHY366890,2
PHY366891,12
PHY366892,10
PHY366895,1
PHY366896,1
PHY366898,1
PHY366901,1
PHY366903,3
PHY366908,3
PHY366911,7
PHY366914,79
PHY366915,6
PHY366918,1
PHY366919,1
PHY366922,12
PHY366926,1
PHY366930,3
PHY366931,1
PHY366933,5
PHY366935,3
PHY366938,2
PHY366942,1
PHY366944,8
PHY366956,2
PHY366964,10
PHY366967,4
PHY366968,7
PHY366971,1
PHY366973,2
PHY366974,1
PHY366975,2
PHY366982,1
PHY366983,3
PHY366985,1
PHY366992,1
PHY366993,1
PHY367001,2
PHY367005,1
PHY367008,3
PHY367015,7
PHY367017,1
PHY367026,1
PHY367028,1
PHY367029,1
PHY367033,2
PHY367038,1
PHY367039,2
PHY367042,1
PHY367048,5
PHY367051,1
PHY367058,1
PHY367063,2
PHY367064,1
PHY367071,1
PHY367072,1
PHY367076,2
PHY367078,1
PHY367079,3
PHY367080,3
PHY367083,3
PHY367088,1
PHY367089,1
PHY367101,1
PHY367102,1
PHY367104,1
PHY367108,4
PHY367112,1
PHY367113,1
PHY367115,5
PHY367117,1
PHY367119,3
PHY367120,1
PHY367123,1
PHY367127,1
PHY367130,1
PHY367133,1
PHY367135,2
PHY367138,1
PHY367139,1
PHY367140,3
PHY367142,2
PHY367148,1
PHY367153,1
PHY367158,38
PHY367161,1
PHY367162,21
PHY367167,3
PHY367168,1
PHY367170,1
PHY367178,1
PHY367183,1
PHY367184,4
PHY367186,3
PHY367187,3
PHY367188,4
PHY367189,2
PHY367193,1
PHY367195,1
PHY367196,1
PHY367202,1
PHY367203,1
PHY367204,2
PHY367213,1
PHY367216,11
PHY367220,1
PHY367228,1
PHY367234,1
PHY367236,2
PHY367240,1
PHY367241,1
PHY367244,1
PHY367249,13
PHY367252,1
PHY367255,132
PHY367258,1
PHY367261,2
PHY367263,1
PHY367266,2
PHY367268,37
PHY367269,1
PHY367281,1
PHY367284,1
PHY367293,1
PHY367296,2
PHY367297,1
PHY367302,2
PHY367306,1
PHY367311,2
PHY367313,1
PHY367321,3
PHY367322,1
PHY367323,5
PHY367326,1
PHY367332,1
PHY367337,1
PHY367339,11
PHY367340,15
PHY367347,5
PHY367350,1
PHY367356,16
PHY367360,1
PHY367361,1
PHY367366,2
PHY367367,15
PHY367369,1
PHY367370,1
PHY367376,2
PHY367379,1
PHY367382,2
PHY367389,1
PHY367391,2
PHY367392,2
PHY367395,3
PHY367412,1
PHY367414,1
PHY367419,1
PHY367420,2
PHY367424,1
PHY367426,2
PHY367428,1
PHY367429,3
PHY367440,1
PHY367444,1
PHY367445,1
PHY367446,1
PHY367449,1
PHY367462,1
PHY367463,1
PHY367466,1
PHY367473,1
PHY367474,1
PHY367480,4
PHY367481,1
PHY367482,1
PHY367489,1
PHY367490,1
PHY367499,1
PHY367500,1
PHY367503,6
PHY367504,1
PHY367509,1
PHY367514,1
PHY367516,3
PHY367520,1
PHY367522,2
PHY367523,5
PHY367524,3
PHY367525,3
PHY367529,2
PHY367530,2
PHY367532,1
PHY367533,2
PHY367537,1
PHY367542,4
PHY367543,1
PHY367545,3
PHY367547,1
PHY367550,2
PHY367552,4
PHY367561,1
PHY367562,1
PHY367563,1
PHY367568,17
PHY367570,1
PHY367571,7
PHY367576,1
PHY367579,1
PHY367582,2
PHY367583,3
PHY367584,1
PHY367586,3
PHY367588,11
PHY367589,1
PHY367592,1
PHY367593,1
PHY367594,1
PHY367600,1
PHY367602,1
PHY367607,1
PHY367608,1
PHY367610,1
PHY367614,1
PHY367621,2
PHY367625,2
PHY367632,1
PHY367649,1
PHY367654,1
PHY367658,1
PHY367662,5
PHY367668,2
PHY367669,1
PHY367670,1
PHY367672,2
PHY367674,2
PHY367676,8
PHY367689,1
PHY367692,2
PHY367693,1
PHY367697,1
PHY367704,2
PHY367705,9
PHY367707,2
PHY367710,1
PHY367713,1
PHY367717,1
PHY367722,12
PHY367735,1
PHY367737,1
PHY367749,1
PHY367751,2
PHY367756,3
PHY367763,1
PHY367767,1
PHY367771,1
PHY367777,2
PHY367783,18
PHY367786,1
PHY367787,1
PHY367788,8
PHY367789,4
PHY367793,4
PHY367800,2
PHY367801,1
PHY367803,1
PHY367808,3
PHY367810,1
PHY367811,1
PHY367812,3
PHY367814,2
PHY367816,1
PHY367820,1
PHY367822,1
PHY367823,1
PHY367826,1
PHY367836,11
PHY367837,3
PHY367840,1
PHY367841,1
PHY367843,2
PHY367845,1
PHY367848,1
PHY367852,1
PHY367853,1
PHY367865,9
PHY367866,9
PHY367873,1
PHY367874,2
PHY367876,1
PHY367877,1
PHY367879,2
PHY367881,1
PHY367886,4
PHY367887,25
PHY367893,2
PHY367899,1
PHY367907,1
PHY367916,52
PHY367928,10
PHY367930,8
PHY367931,1
PHY367932,1
PHY367934,10
PHY367938,8
PHY367939,1
PHY367940,1
PHY367946,3
PHY367950,8
PHY367953,8
PHY367957,2
PHY367961,1
PHY367964,6
PHY367966,1
PHY367974,1
PHY367977,1
PHY367978,1
PHY367980,1
PHY367981,2
PHY367985,1
PHY367986,2
PHY367990,1
PHY367992,1
PHY367997,1
PHY367999,6
PHY368019,11
PHY368020,1
PHY368029,1
PHY368032,1
PHY368038,7
PHY368042,2
PHY368046,2
PHY368058,1
PHY368061,2
PHY368074,2
PHY368078,1
PHY368088,1
PHY368089,1
PHY368090,1
PHY368100,2
PHY368106,4
PHY368107,10
PHY368108,1
PHY368120,1
PHY368122,1
PHY368125,1
PHY368128,3
PHY368132,1
PHY368134,1
PHY368136,1
PHY368137,2
PHY368138,1
PHY368139,3
PHY368142,5
PHY368144,1
PHY368147,3
PHY368151,2
PHY368153,1
PHY368154,5
PHY368175,2
PHY368178,1
PHY368185,5
PHY368189,1
PHY368195,1
PHY368199,1
PHY368203,1
PHY368206,7
PHY368207,2
PHY368209,1
PHY368210,1
PHY368211,1
PHY368212,5
PHY368214,1
PHY368218,1
PHY368220,1
PHY368223,1
PHY368227,1
PHY368228,1
PHY368229,4
PHY368232,5
PHY368238,2
PHY368242,1
PHY368246,1
PHY368247,1
PHY368248,1
PHY368250,1
PHY368252,2
PHY368254,1
PHY368255,1
PHY368258,1
PHY368263,1
PHY368275,15
PHY368278,1
PHY368279,1
PHY368281,1
PHY368282,1
PHY368284,1
PHY368288,1
PHY368291,1
PHY368296,1
PHY368303,1
PHY368309,1
PHY368319,10
PHY368324,2
PHY368327,7
PHY368334,1
PHY368336,1
PHY368339,1
PHY368340,1
PHY368344,1
PHY368345,1
PHY368346,1
PHY368352,1
PHY368354,2
PHY368356,6
PHY368358,3
PHY368367,2
PHY368369,1
PHY368374,2
PHY368376,1
PHY368379,1
PHY368380,1
PHY368381,1
PHY368382,4
PHY368383,1
PHY368385,3
PHY368390,1
PHY368395,1
PHY368399,4
PHY368407,3
PHY368412,1
PHY368413,1
PHY368414,1
PHY368421,3
PHY368422,1
PHY368428,1
PHY368433,3
PHY368437,7
PHY368451,6
PHY368454,12
PHY368460,1
PHY368461,9
PHY368462,3
PHY368464,1
PHY368469,1
PHY368471,5
PHY368473,1
PHY368483,1
PHY368485,4
PHY368489,1
PHY368490,12
PHY368491,1
PHY368493,1
PHY368494,1
PHY368496,10
PHY368498,2
PHY368500,2
PHY368506,1
PHY368512,2
PHY368516,1
PHY368517,1
PHY368524,11
PHY368527,1
PHY368528,5
PHY368529,1
PHY368530,4
PHY368539,6
PHY368547,1
PHY368549,1
PHY368554,2
PHY368560,2
PHY368566,3
PHY368569,1
PHY368572,1
PHY368577,2
PHY368590,1
PHY368591,1
PHY368592,2
PHY368593,1
PHY368597,8
PHY368598,2
PHY368603,1
PHY368608,1
PHY368611,1
PHY368612,1
PHY368614,2
PHY368621,1
PHY368622,2
PHY368623,1
PHY368624,3
PHY368626,2
PHY368632,9
PHY368633,4
PHY368634,1
PHY368638,75
PHY368639,2
PHY368641,1
PHY368642,1
PHY368644,1
PHY368649,1
PHY368650,1
PHY368655,1
PHY368656,2
PHY368657,1
PHY368660,1
PHY368661,28
PHY368663,1
PHY368665,1
PHY368666,1
PHY368672,1
PHY368674,5
PHY368678,3
PHY368679,1
PHY368681,1
PHY368682,3
PHY368683,1
PHY368687,1
PHY368689,1
PHY368690,1
PHY368694,6
PHY368695,1
PHY368698,1
PHY368701,1
PHY368704,1
PHY368708,2
PHY368712,1
PHY368713,3
PHY368717,1
PHY368720,1
PHY368721,2
PHY368725,2
PHY368726,2
PHY368730,2
PHY368731,1
PHY368733,4
PHY368735,2
PHY368738,2
PHY368740,1
PHY368741,3
PHY368742,4
PHY368745,1
PHY368746,4
PHY368750,1
PHY368754,1
PHY368755,1
PHY368756,2
PHY368757,1
PHY368759,10
PHY368762,1
PHY368763,1
PHY368768,1
PHY368771,1
PHY368774,1
PHY368778,1
PHY368779,2
PHY368780,2
PHY368786,34
PHY368790,1
PHY368794,1
PHY368796,1
PHY368807,2
PHY368810,1
PHY368817,1
PHY368818,2
PHY368821,1
PHY368826,4
PHY368827,1
PHY368831,2
PHY368834,4
PHY368835,1
PHY368837,2
PHY368840,3
PHY368845,1
PHY368850,1
PHY368851,1
PHY368853,1
PHY368859,1
PHY368864,18
PHY368879,1
PHY368880,3
PHY368883,1
PHY368884,2
PHY368891,4
PHY368893,1
PHY368894,1
PHY368898,1
PHY368905,1
PHY368909,1
PHY368911,2
PHY368913,1
PHY368917,1
PHY368918,2
PHY368924,1
PHY368932,1
PHY368933,3
PHY368934,3
PHY368936,1
PHY368943,1
PHY368944,1
PHY368947,2
PHY368952,1
PHY368957,2
PHY368962,1
PHY368966,1
PHY368967,1
PHY368973,1
PHY368974,1
PHY368975,1
PHY368979,2
PHY368983,7
PHY368990,1
PHY368992,1
PHY368993,5
PHY368997,1
PHY368998,1
PHY369000,3
PHY369003,1
PHY369006,1
PHY369009,1
PHY369025,1
PHY369026,8
PHY369031,1
PHY369037,3
PHY369040,2
PHY369041,1
PHY369042,2
PHY369045,2
PHY369046,2
PHY369050,1
PHY369051,1
PHY369053,2
PHY369056,2
PHY369057,5
PHY369063,4
PHY369064,1
PHY369066,1
PHY369072,1
PHY369074,1
PHY369076,6
PHY369081,1
PHY369084,1
PHY369085,1
PHY369090,1
PHY369094,1
PHY369101,1
PHY369102,1
PHY369106,9
PHY369108,2
PHY369109,1
PHY369111,1
PHY369113,1
PHY369115,2
PHY369119,17
PHY369120,1
PHY369121,2
PHY369125,2
PHY369127,1
PHY369130,12
PHY369134,1
PHY369138,2
PHY369142,1
PHY369143,1
PHY369148,1
PHY369149,11
PHY369153,3
PHY369154,17
PHY369156,1
PHY369158,1
PHY369160,1
PHY369161,2
PHY369163,1
PHY369164,1
PHY369167,2
PHY369168,2
PHY369171,2
PHY369172,1
PHY369176,1
PHY369193,1
PHY369195,1
PHY369202,1
PHY369203,1
PHY369206,1
PHY369218,1
PHY369220,4
PHY369221,1
PHY369226,7
PHY369227,1
PHY369230,2
PHY369231,3
PHY369232,1
PHY369234,4
PHY369236,1
PHY369247,6
PHY369248,1
PHY369252,1
PHY369254,11
PHY369261,1
PHY369262,2
PHY369265,1
PHY369270,2
PHY369271,1
PHY369272,1
PHY369273,3
PHY369278,4
PHY369283,1
PHY369286,1
PHY369292,1
PHY369293,6
PHY369294,3
PHY369298,1
PHY369301,3
PHY369305,1
PHY369308,1
PHY369309,1
PHY369314,1
PHY369315,1
PHY369316,4
PHY369318,1
PHY369325,3
PHY369326,2
PHY369332,2
PHY369339,1
PHY369344,1
PHY369346,1
PHY369352,1
PHY369358,1
PHY369360,1
PHY369363,5
PHY369365,1
PHY369369,2
PHY369375,1
PHY369377,2
PHY369382,19
PHY369383,1
PHY369384,1
PHY369390,1
PHY369391,1
PHY369392,1
PHY369396,1
PHY369397,8
PHY369399,3
PHY369404,1
PHY369407,1
PHY369412,1
PHY369415,1
PHY369420,2
PHY369441,1
PHY369442,1
PHY369444,1
PHY369452,2
PHY369454,1
PHY369457,7
PHY369461,1
PHY369464,1
PHY369466,1
PHY369468,1
PHY369475,2
PHY369477,3
PHY369480,2
PHY369482,1
PHY369485,1
PHY369491,3
PHY369494,1
PHY369497,1
PHY369498,1
PHY369504,2
PHY369505,3
PHY369510,1
PHY369521,1
PHY369530,1
PHY369532,1
PHY369537,1
PHY369539,1
PHY369543,1
PHY369547,1
PHY369549,1
PHY369551,22
PHY369553,16
PHY369558,1
PHY369560,1
PHY369564,1
PHY369574,1
PHY369575,1
PHY369577,3
PHY369579,1
PHY369583,1
PHY369585,5
PHY369586,2
PHY369587,1
PHY369589,1
PHY369592,1
PHY369599,3
PHY369600,3
PHY369604,4
PHY369609,1
PHY369612,1
PHY369613,1
PHY369615,2
PHY369620,5
PHY369623,1
PHY369625,3
PHY369628,1
PHY369629,1
PHY369633,1
PHY369634,2
PHY369635,1
PHY369637,3
PHY369640,1
PHY369646,1
PHY369648,1
PHY369650,2
PHY369651,2
PHY369657,2
PHY369658,1
PHY369659,6
PHY369665,1
PHY369666,1
PHY369669,1
PHY369674,1
PHY369675,19
PHY369676,1
PHY369677,1
PHY369678,1
PHY369681,1
PHY369685,6
PHY369686,1
PHY369689,1
PHY369698,2
PHY369700,1
PHY369710,1
PHY369712,4
PHY369714,1
PHY369717,1
PHY369718,1
PHY369723,2
PHY369724,3
PHY369727,1
PHY369731,1
PHY369736,1
PHY369740,1
PHY369743,2
PHY369747,1
PHY369755,1
PHY369758,1
PHY369764,1
PHY369766,5
PHY369771,1
PHY369776,1
PHY369777,5
PHY369779,1
PHY369781,1
PHY369782,1
PHY369788,1
PHY369789,2
PHY369791,1
PHY369792,1
PHY369797,1
PHY369799,1
PHY369801,5
PHY369810,1
PHY369811,3
PHY369815,4
PHY369816,4
PHY369823,1
PHY369825,4
PHY369827,1
PHY369828,4
PHY369837,1
PHY369839,1
PHY369841,1
PHY369848,1
PHY369850,1
PHY369858,1
PHY369859,1
PHY369860,7
PHY369864,1
PHY369865,1
PHY369868,4
PHY369869,5
PHY369872,1
PHY369874,1
PHY369876,1
PHY369878,2
PHY369887,2
PHY369891,2
PHY369896,1
PHY369900,2
PHY369906,1
PHY369907,1
PHY369908,1
PHY369918,1
PHY369919,3
PHY369922,1
PHY369923,1
PHY369929,2
PHY369938,3
PHY369944,1
PHY369946,1
PHY369947,1
PHY369952,3
PHY369953,1
PHY369955,1
PHY369956,10
PHY369958,1
PHY369959,3
PHY369960,5
PHY369964,1
PHY369969,1
PHY369973,1
PHY369985,1
PHY369987,1
PHY369988,2
PHY369989,1
PHY369992,1
PHY369996,2
PHY369998,3
PHY370001,1
PHY370002,2
PHY370004,3
PHY370006,1
PHY370007,1
PHY370008,1
PHY370010,1
PHY370028,1
PHY370032,23
PHY370036,1
PHY370038,2
PHY370041,1
PHY370057,1
PHY370069,2
PHY370070,2
PHY370075,3
PHY370076,1
PHY370079,3
PHY370082,1
PHY370084,1
PHY370089,1
PHY370092,2
PHY370095,1
PHY370097,1
PHY370101,1
PHY370109,4
PHY370110,1
PHY370114,1
PHY370117,1
PHY370122,2
PHY370128,1
PHY370139,1
PHY370142,1
PHY370151,1
PHY370158,9
PHY370163,1
PHY370165,4
PHY370167,3
PHY370171,1
PHY370172,1
PHY370180,1
PHY370182,1
PHY370184,1
PHY370185,1
PHY370186,1
PHY370188,1
PHY370191,1
PHY370192,2
PHY370201,1
PHY370203,1
PHY370207,1
PHY370210,1
PHY370211,2
PHY370212,3
PHY370218,1
PHY370226,1
PHY370228,1
PHY370233,4
PHY370234,1
PHY370237,12
PHY370239,4
PHY370240,20
PHY370241,3
PHY370245,2
PHY370246,1
PHY370248,1
PHY370250,1
PHY370251,1
PHY370257,1
PHY370259,1
PHY370265,1
PHY370267,1
PHY370274,1
PHY370280,1
PHY370281,1
PHY370283,5
PHY370284,1
PHY370286,7
PHY370288,2
PHY370291,1
PHY370296,1
PHY370299,1
PHY370301,2
PHY370311,4
PHY370314,1
PHY370315,2
PHY370317,12
PHY370322,2
PHY370324,20
PHY370327,12
PHY370328,2
PHY370330,2
PHY370337,1
PHY370341,3
PHY370342,13
PHY370343,1
PHY370344,1
PHY370350,2
PHY370360,1
PHY370365,3
PHY370371,2
PHY370374,1
PHY370376,1
PHY370377,1
PHY370378,3
PHY370381,1
PHY370383,1
PHY370389,1
PHY370391,2
PHY370392,1
PHY370395,1
PHY370396,3
PHY370399,6
PHY370404,1
PHY370408,1
PHY370413,2
PHY370414,2
PHY370418,1
PHY370419,9
PHY370423,2
PHY370424,1
PHY370425,1
PHY370429,1
PHY370430,2
PHY370434,1
PHY370441,30
PHY370445,2
PHY370447,1
PHY370453,3
PHY370455,1
PHY370464,1
PHY370472,7
PHY370478,1
PHY370480,1
PHY370486,1
PHY370489,1
PHY370492,3
PHY370494,1
PHY370497,2
PHY370498,1
PHY370503,4
PHY370504,1
PHY370507,2
PHY370510,2
PHY370511,1
PHY370517,3
PHY370527,1
PHY370530,1
PHY370537,6
PHY370538,1
PHY370540,3
PHY370542,1
PHY370544,1
PHY370545,1
PHY370549,1
PHY370565,2
PHY370566,1
PHY370567,1
PHY370573,7
PHY370577,1
PHY370580,6
PHY370581,1
PHY370589,1
PHY370591,1
PHY370592,2
PHY370594,1
PHY370595,1
PHY370600,1
PHY370601,1
PHY370603,1
PHY370606,1
PHY370607,1
PHY370610,1
PHY370611,1
PHY370614,1
PHY370622,1
PHY370623,1
PHY370625,1
PHY370626,1
PHY370628,2
PHY370630,1
PHY370632,2
PHY370638,1
PHY370640,1
PHY370641,2
PHY370650,24
PHY370659,1
PHY370667,1
PHY370670,1
PHY370671,1
PHY370679,1
PHY370682,10
PHY370688,1
PHY370689,1
PHY370701,3
PHY370704,1
PHY370716,1
PHY370717,3
PHY370718,1
PHY370719,2
PHY370720,1
PHY370721,2
PHY370725,1
PHY370731,3
PHY370737,16
PHY370739,1
PHY370741,9
PHY370743,3
PHY370744,2
PHY370745,23
PHY370748,2
PHY370750,1
PHY370751,1
PHY370753,2
PHY370757,2
PHY370760,1
PHY370761,1
PHY370762,1
PHY370765,1
PHY370768,8
PHY370773,1
PHY370780,2
PHY370781,1
PHY370786,1
PHY370790,1
PHY370791,1
PHY370792,1
PHY370794,1
PHY370798,2
PHY370807,7
PHY370809,1
PHY370812,1
PHY370814,1
PHY370815,8
PHY370822,1
PHY370823,3
PHY370824,3
PHY370830,1
PHY370831,1
PHY370833,1
PHY370835,2
PHY370842,2
PHY370844,1
PHY370845,1
PHY370846,1
PHY370853,1
PHY370856,1
PHY370859,1
PHY370860,1
PHY370861,5
PHY370868,1
PHY370869,1
PHY370870,1
PHY370873,7
PHY370875,1
PHY370879,3
PHY370880,2
PHY370885,7
PHY370894,2
PHY370904,1
PHY370908,1
PHY370909,3
PHY370913,1
PHY370915,1
PHY370917,1
PHY370921,2
PHY370924,1
PHY370927,1
PHY370932,1
PHY370935,5
PHY370940,2
PHY370941,1
PHY370942,1
PHY370943,9
PHY370945,2
PHY370946,2
PHY370947,1
PHY370948,2
PHY370950,1
PHY370951,2
PHY370952,1
PHY370955,1
PHY370960,8
PHY370961,5
PHY370962,1
PHY370967,1
PHY370970,1
PHY370977,2
PHY370980,1
PHY370984,2
PHY370990,2
PHY370991,3
PHY370994,1
PHY370996,1
PHY370998,1
PHY370999,2
PHY371000,1
PHY371011,5
PHY371014,2
PHY371016,1
PHY371017,1
PHY371020,2
PHY371027,1
PHY371029,1
PHY371030,1
PHY371032,1
PHY371034,4
PHY371036,1
PHY371039,1
PHY371043,31
PHY371045,2
PHY371046,1
PHY371047,1
PHY371048,2
PHY371049,1
PHY371057,3
PHY371058,1
PHY371060,1
PHY371064,1
PHY371066,12
PHY371071,1
PHY371072,1
PHY371074,3
PHY371079,4
PHY371088,1
PHY371091,2
PHY371094,1
PHY371098,2
PHY371100,1
PHY371104,4
PHY371105,1
PHY371114,1
PHY371117,11
PHY371118,1
PHY371119,1
PHY371123,1
PHY371126,4
PHY371127,1
PHY371133,15
PHY371135,2
PHY371137,1
PHY371138,14
PHY371143,2
PHY371144,1
PHY371145,12
PHY371146,2
PHY371147,1
PHY371153,4
PHY371161,1
PHY371166,1
PHY371167,1
PHY371168,1
PHY371171,4
PHY371174,8
PHY371175,2
PHY371177,3
PHY371181,1
PHY371184,2
PHY371185,1
PHY371187,1
PHY371192,2
PHY371193,1
PHY371195,12
PHY371200,3
PHY371207,5
PHY371208,11
PHY371209,1
PHY371210,2
PHY371214,1
PHY371215,2
PHY371225,1
PHY371226,1
PHY371229,3
PHY371233,1
PHY371241,1
PHY371247,1
PHY371254,1
PHY371259,1
PHY371263,1
PHY371264,9
PHY371270,1
PHY371271,1
PHY371273,1
PHY371278,1
PHY371279,1
PHY371288,6
PHY371297,1
PHY371300,1
PHY371301,10
PHY371304,1
PHY371312,8
PHY371313,1
PHY371319,1
PHY371323,1
PHY371324,1
PHY371329,9
PHY371330,1
PHY371335,1
PHY371337,1
PHY371339,3
PHY371349,5
PHY371357,1
PHY371361,2
PHY371364,5
PHY371366,11
PHY371370,2
PHY371371,2
PHY371372,1
PHY371378,1
PHY371388,1
PHY371389,5
PHY371391,2
PHY371393,1
PHY371397,1
PHY371402,2
PHY371406,3
PHY371407,1
PHY371409,1
PHY371412,2
PHY371414,1
PHY371415,1
PHY371419,1
PHY371422,1
PHY371425,2
PHY371431,2
PHY371437,3
PHY371450,1
PHY371456,1
PHY371457,1
PHY371459,33
PHY371461,2
PHY371470,11
PHY371475,1
PHY371476,1
PHY371477,3
PHY371482,2
PHY371484,2
PHY371486,1
PHY371494,6
PHY371497,1
PHY371499,1
PHY371500,1
PHY371502,1
PHY371507,16
PHY371511,1
PHY371517,2
PHY371519,2
PHY371521,2
PHY371524,10
PHY371526,1
PHY371537,2
PHY371539,2
PHY371540,3
PHY371542,8
PHY371548,2
PHY371550,21
PHY371551,1
PHY371555,1
PHY371557,10
PHY371558,1
PHY371561,2
PHY371562,34
PHY371563,1
PHY371572,1
PHY371575,1
PHY371579,1
PHY371583,2
PHY371593,1
PHY371596,3
PHY371599,2
PHY371603,1
PHY371606,1
PHY371608,1
PHY371609,1
PHY371610,1
PHY371611,3
PHY371612,2
PHY371615,1
PHY371616,1
PHY371618,1
PHY371619,1
PHY371621,4
PHY371623,1
PHY371626,3
PHY371627,1
PHY371634,1
PHY371640,1
PHY371641,1
PHY371645,3
PHY371653,1
PHY371657,1
PHY371658,2
PHY371659,3
PHY371664,3
PHY371667,1
PHY371670,1
PHY371672,1
PHY371675,2
PHY371683,6
PHY371688,9
PHY371689,3
PHY371691,3
PHY371692,1
PHY371693,1
PHY371694,1
PHY371695,1
PHY371700,1
PHY371701,3
PHY371704,1
PHY371712,4
PHY371718,2
PHY371721,5
PHY371725,37
PHY371730,1
PHY371731,5
PHY371732,2
PHY371733,1
PHY371735,1
PHY371738,2
PHY371745,1
PHY371748,1
PHY371754,11
PHY371761,1
PHY371767,1
PHY371773,4
PHY371774,1
PHY371780,1
PHY371781,1
PHY371784,1
PHY371788,1
PHY371793,1
PHY371807,2
PHY371809,1
PHY371810,2
PHY371814,1
PHY371816,1
PHY371821,1
PHY371827,1
PHY371832,1
PHY371833,1
PHY371837,2
PHY371838,1
PHY371839,1
PHY371842,3
PHY371843,1
PHY371850,1
PHY371851,3
PHY371853,1
PHY371860,3
PHY371866,2
PHY371867,5
PHY371869,6
PHY371873,1
PHY371874,1
PHY371875,1
PHY371876,1
PHY371896,23
PHY371899,2
PHY371901,1
PHY371903,1
PHY371906,10
PHY371913,6
PHY371916,10
PHY371931,23
PHY371933,1
PHY371940,3
PHY371941,1
PHY371948,1
PHY371952,1
PHY371955,1
PHY371960,1
PHY371961,1
PHY371966,2
PHY371970,1
PHY371973,1
PHY371974,1
PHY371978,1
PHY371981,1
PHY371984,2
PHY371985,1
PHY371994,1
PHY372002,1
PHY372007,1
PHY372012,1
PHY372017,1
PHY372020,1
PHY372022,4
PHY372027,3
PHY372028,36
PHY372030,1
PHY372031,1
PHY372035,1
PHY372037,1
PHY372042,1
PHY372044,1
PHY372045,1
PHY372046,2
PHY372048,1
PHY372049,4
PHY372054,2
PHY372057,2
PHY372060,1
PHY372061,1
PHY372064,1
PHY372068,1
PHY372071,1
PHY372075,1
PHY372077,1
PHY372078,1
PHY372080,1
PHY372083,9
PHY372086,1
PHY372089,3
PHY372090,1
PHY372091,1
PHY372100,1
PHY372102,1
PHY372103,2
PHY372108,1
PHY372112,1
PHY372113,1
PHY372118,1
PHY372122,2
PHY372123,13
PHY372124,1
PHY372125,1
PHY372129,2
PHY372133,1
PHY372137,15
PHY372149,1
PHY372152,2
PHY372153,1
PHY372154,2
PHY372156,1
PHY372160,1
PHY372163,1
PHY372169,1
