otherphysician,claimid
PHY379924,4
PHY379925,2
PHY379927,1
PHY379928,4
PHY379930,2
PHY379932,1
PHY379934,2
PHY379935,92
PHY379939,5
PHY379942,1
PHY379943,1
PHY379944,14
PHY379945,8
PHY379949,1
PHY379957,1
PHY379959,1
PHY379961,1
PHY379962,4
PHY379965,1
PHY379966,1
PHY379970,1
PHY379973,1
PHY379974,1
PHY379975,8
PHY379976,1
PHY379980,1
PHY379982,3
PHY379984,5
PHY379987,11
PHY379990,4
PHY379991,1
PHY379993,1
PHY379994,1
PHY380001,1
PHY380004,1
PHY380007,1
PHY380008,1
PHY380012,1
PHY380014,1
PHY380016,1
PHY380019,1
PHY380023,2
PHY380024,1
PHY380025,1
PHY380027,21
PHY380028,2
PHY380029,1
PHY380031,18
PHY380033,4
PHY380036,4
PHY380041,1
PHY380042,1
PHY380043,1
PHY380044,2
PHY380045,1
PHY380047,5
PHY380054,1
PHY380061,3
PHY380062,1
PHY380067,1
PHY380069,6
PHY380073,5
PHY380074,2
PHY380075,1
PHY380077,2
PHY380078,3
PHY380079,2
PHY380086,6
PHY380087,1
PHY380088,1
PHY380092,2
PHY380093,1
PHY380094,9
PHY380096,3
PHY380097,5
PHY380098,1
PHY380101,1
PHY380103,1
PHY380104,1
PHY380111,1
PHY380112,1
PHY380113,9
PHY380115,4
PHY380117,1
PHY380119,1
PHY380122,5
PHY380124,1
PHY380126,1
PHY380129,1
PHY380131,2
PHY380134,1
PHY380135,1
PHY380139,1
PHY380140,1
PHY380141,3
PHY380142,1
PHY380143,2
PHY380144,1
PHY380147,8
PHY380160,1
PHY380163,1
PHY380169,1
PHY380171,1
PHY380172,2
PHY380173,7
PHY380176,1
PHY380181,2
PHY380191,1
PHY380192,3
PHY380193,1
PHY380194,4
PHY380197,1
PHY380198,3
PHY380199,8
PHY380201,2
PHY380203,1
PHY380208,1
PHY380209,1
PHY380211,12
PHY380217,1
PHY380218,1
PHY380220,1
PHY380221,31
PHY380222,1
PHY380224,6
PHY380228,10
PHY380233,1
PHY380237,2
PHY380238,1
PHY380241,4
PHY380246,1
PHY380248,1
PHY380252,1
PHY380254,1
PHY380256,2
PHY380257,3
PHY380258,5
PHY380259,2
PHY380266,1
PHY380267,2
PHY380269,1
PHY380273,1
PHY380274,1
PHY380280,1
PHY380282,5
PHY380285,1
PHY380286,1
PHY380287,1
PHY380289,1
PHY380292,1
PHY380294,2
PHY380296,1
PHY380299,1
PHY380300,1
PHY380301,3
PHY380303,4
PHY380309,1
PHY380312,1
PHY380319,1
PHY380320,3
PHY380323,11
PHY380329,1
PHY380330,3
PHY380331,1
PHY380332,2
PHY380333,1
PHY380337,1
PHY380339,2
PHY380344,2
PHY380345,2
PHY380346,2
PHY380350,1
PHY380352,1
PHY380354,1
PHY380357,1
PHY380359,1
PHY380361,4
PHY380365,1
PHY380367,1
PHY380371,2
PHY380372,1
PHY380374,2
PHY380379,1
PHY380390,1
PHY380396,1
PHY380406,5
PHY380407,1
PHY380410,5
PHY380411,5
PHY380412,1
PHY380413,1
PHY380422,1
PHY380425,2
PHY380428,2
PHY380435,1
PHY380439,1
PHY380440,1
PHY380441,3
PHY380443,2
PHY380444,1
PHY380446,1
PHY380447,2
PHY380448,1
PHY380450,2
PHY380451,1
PHY380452,1
PHY380456,2
PHY380458,20
PHY380459,4
PHY380464,2
PHY380465,14
PHY380470,1
PHY380484,1
PHY380485,2
PHY380486,5
PHY380492,16
PHY380494,4
PHY380498,1
PHY380499,4
PHY380503,1
PHY380504,1
PHY380505,1
PHY380506,1
PHY380508,1
PHY380510,1
PHY380511,16
PHY380524,2
PHY380525,1
PHY380527,4
PHY380529,3
PHY380531,2
PHY380532,1
PHY380534,1
PHY380535,2
PHY380536,17
PHY380539,1
PHY380541,4
PHY380543,1
PHY380544,1
PHY380549,1
PHY380551,84
PHY380557,3
PHY380561,1
PHY380564,1
PHY380565,1
PHY380569,2
PHY380571,4
PHY380572,7
PHY380573,1
PHY380574,2
PHY380577,3
PHY380578,1
PHY380582,2
PHY380585,1
PHY380587,1
PHY380590,1
PHY380591,1
PHY380592,11
PHY380593,1
PHY380598,1
PHY380599,1
PHY380608,1
PHY380609,1
PHY380610,1
PHY380611,4
PHY380617,2
PHY380619,1
PHY380627,1
PHY380629,2
PHY380632,2
PHY380633,85
PHY380634,1
PHY380635,1
PHY380637,1
PHY380639,5
PHY380641,1
PHY380642,1
PHY380644,7
PHY380649,2
PHY380650,2
PHY380654,1
PHY380659,10
PHY380661,1
PHY380664,3
PHY380665,1
PHY380670,1
PHY380673,1
PHY380675,6
PHY380676,2
PHY380678,1
PHY380680,1
PHY380681,1
PHY380682,1
PHY380684,2
PHY380685,10
PHY380687,1
PHY380690,1
PHY380691,28
PHY380700,1
PHY380704,2
PHY380705,1
PHY380713,1
PHY380717,10
PHY380722,1
PHY380723,5
PHY380724,1
PHY380727,2
PHY380728,1
PHY380736,1
PHY380737,3
PHY380739,1
PHY380740,1
PHY380742,1
PHY380746,2
PHY380750,1
PHY380751,1
PHY380752,1
PHY380753,2
PHY380756,1
PHY380757,87
PHY380759,1
PHY380777,11
PHY380779,2
PHY380781,1
PHY380782,1
PHY380783,4
PHY380787,2
PHY380788,1
PHY380789,1
PHY380791,1
PHY380796,2
PHY380797,1
PHY380798,2
PHY380800,2
PHY380802,1
PHY380804,1
PHY380805,3
PHY380809,1
PHY380811,1
PHY380813,36
PHY380816,1
PHY380817,2
PHY380818,1
PHY380819,1
PHY380826,1
PHY380829,2
PHY380830,2
PHY380835,1
PHY380840,1
PHY380843,15
PHY380844,1
PHY380847,1
PHY380849,1
PHY380850,37
PHY380852,1
PHY380855,1
PHY380857,1
PHY380865,3
PHY380867,97
PHY380869,1
PHY380870,1
PHY380872,1
PHY380878,4
PHY380879,1
PHY380880,2
PHY380882,9
PHY380883,14
PHY380886,1
PHY380890,1
PHY380891,1
PHY380893,2
PHY380894,3
PHY380897,1
PHY380898,1
PHY380902,1
PHY380903,1
PHY380907,1
PHY380909,2
PHY380913,6
PHY380919,1
PHY380920,6
PHY380923,2
PHY380926,11
PHY380927,3
PHY380929,1
PHY380934,5
PHY380935,1
PHY380936,1
PHY380937,1
PHY380941,1
PHY380942,1
PHY380943,2
PHY380944,5
PHY380945,1
PHY380946,3
PHY380948,1
PHY380953,1
PHY380955,5
PHY380957,13
PHY380958,1
PHY380961,6
PHY380962,1
PHY380964,1
PHY380968,1
PHY380970,1
PHY380971,1
PHY380972,2
PHY380973,5
PHY380977,2
PHY380979,2
PHY380982,1
PHY380983,1
PHY380989,1
PHY380990,3
PHY380994,1
PHY380997,3
PHY380998,1
PHY381000,3
PHY381008,1
PHY381009,1
PHY381010,4
PHY381015,5
PHY381020,5
PHY381023,1
PHY381031,4
PHY381032,1
PHY381033,105
PHY381035,1
PHY381041,1
PHY381042,1
PHY381044,2
PHY381045,1
PHY381047,4
PHY381048,1
PHY381049,1
PHY381051,5
PHY381052,1
PHY381056,10
PHY381059,6
PHY381060,1
PHY381061,1
PHY381062,1
PHY381064,6
PHY381068,3
PHY381069,1
PHY381072,1
PHY381077,9
PHY381078,1
PHY381079,1
PHY381080,1
PHY381081,2
PHY381083,1
PHY381085,3
PHY381086,1
PHY381087,1
PHY381092,1
PHY381095,1
PHY381097,2
PHY381098,50
PHY381100,5
PHY381101,1
PHY381104,2
PHY381106,1
PHY381111,4
PHY381112,1
PHY381113,1
PHY381114,2
PHY381115,2
PHY381116,1
PHY381117,1
PHY381118,3
PHY381121,2
PHY381130,1
PHY381131,2
PHY381137,1
PHY381139,2
PHY381145,2
PHY381147,1
PHY381148,10
PHY381150,4
PHY381151,1
PHY381153,4
PHY381155,2
PHY381157,2
PHY381159,3
PHY381169,1
PHY381173,4
PHY381175,1
PHY381181,68
PHY381183,1
PHY381186,2
PHY381189,7
PHY381191,10
PHY381196,44
PHY381198,1
PHY381199,12
PHY381203,1
PHY381206,1
PHY381207,2
PHY381208,3
PHY381210,2
PHY381216,1
PHY381217,3
PHY381219,1
PHY381222,4
PHY381228,2
PHY381229,8
PHY381233,2
PHY381242,4
PHY381243,1
PHY381244,1
PHY381253,1
PHY381256,2
PHY381257,5
PHY381262,2
PHY381263,1
PHY381264,1
PHY381269,8
PHY381270,1
PHY381273,1
PHY381274,1
PHY381277,2
PHY381278,1
PHY381288,1
PHY381289,1
PHY381290,1
PHY381291,1
PHY381293,12
PHY381294,1
PHY381296,2
PHY381297,2
PHY381298,3
PHY381299,11
PHY381303,15
PHY381308,2
PHY381309,19
PHY381310,1
PHY381314,1
PHY381315,2
PHY381316,1
PHY381317,1
PHY381318,1
PHY381319,1
PHY381320,2
PHY381322,1
PHY381324,1
PHY381329,2
PHY381330,2
PHY381331,5
PHY381332,4
PHY381335,4
PHY381336,4
PHY381340,1
PHY381341,9
PHY381342,1
PHY381345,1
PHY381347,1
PHY381350,2
PHY381353,2
PHY381356,3
PHY381358,1
PHY381361,1
PHY381362,1
PHY381370,4
PHY381373,8
PHY381374,3
PHY381375,1
PHY381377,20
PHY381378,3
PHY381383,1
PHY381385,2
PHY381390,1
PHY381392,6
PHY381393,1
PHY381395,1
PHY381400,2
PHY381403,1
PHY381406,2
PHY381407,2
PHY381413,1
PHY381414,10
PHY381422,2
PHY381423,1
PHY381425,1
PHY381428,9
PHY381435,1
PHY381443,1
PHY381445,1
PHY381448,1
PHY381449,1
PHY381451,6
PHY381452,1
PHY381455,1
PHY381456,1
PHY381459,1
PHY381463,2
PHY381464,1
PHY381467,13
PHY381470,2
PHY381472,3
PHY381474,2
PHY381475,4
PHY381476,4
PHY381478,18
PHY381479,1
PHY381480,3
PHY381489,6
PHY381490,10
PHY381491,1
PHY381494,2
PHY381497,1
PHY381502,1
PHY381503,5
PHY381507,9
PHY381510,1
PHY381515,6
PHY381517,1
PHY381518,2
PHY381520,3
PHY381523,3
PHY381526,1
PHY381535,1
PHY381541,1
PHY381542,3
PHY381545,1
PHY381546,1
PHY381551,1
PHY381553,1
PHY381554,1
PHY381557,1
PHY381558,3
PHY381560,1
PHY381564,5
PHY381570,2
PHY381571,2
PHY381574,2
PHY381575,4
PHY381577,1
PHY381580,1
PHY381581,2
PHY381585,1
PHY381592,1
PHY381594,1
PHY381596,4
PHY381597,6
PHY381598,8
PHY381599,1
PHY381601,2
PHY381603,2
PHY381607,1
PHY381610,4
PHY381611,2
PHY381615,1
PHY381617,2
PHY381618,1
PHY381624,4
PHY381626,1
PHY381630,1
PHY381632,1
PHY381633,1
PHY381637,1
PHY381638,1
PHY381639,3
PHY381642,6
PHY381645,4
PHY381648,1
PHY381650,1
PHY381651,1
PHY381652,3
PHY381653,1
PHY381654,1
PHY381655,2
PHY381657,1
PHY381658,1
PHY381659,5
PHY381663,4
PHY381666,2
PHY381671,1
PHY381674,1
PHY381677,10
PHY381678,1
PHY381679,1
PHY381681,1
PHY381682,1
PHY381683,1
PHY381684,1
PHY381686,1
PHY381689,2
PHY381692,2
PHY381694,1
PHY381695,4
PHY381698,1
PHY381700,1
PHY381705,2
PHY381707,3
PHY381710,5
PHY381711,6
PHY381712,1
PHY381713,10
PHY381716,1
PHY381718,9
PHY381719,7
PHY381721,1
PHY381722,1
PHY381726,2
PHY381728,5
PHY381729,1
PHY381732,1
PHY381743,8
PHY381748,1
PHY381750,6
PHY381755,2
PHY381756,2
PHY381757,1
PHY381760,1
PHY381762,3
PHY381763,1
PHY381764,1
PHY381768,2
PHY381769,1
PHY381770,1
PHY381771,1
PHY381778,1
PHY381782,4
PHY381783,1
PHY381784,1
PHY381785,2
PHY381787,1
PHY381789,1
PHY381790,3
PHY381791,1
PHY381793,3
PHY381796,4
PHY381801,1
PHY381808,1
PHY381810,1
PHY381812,3
PHY381817,3
PHY381818,1
PHY381819,3
PHY381823,1
PHY381825,3
PHY381826,2
PHY381829,1
PHY381830,1
PHY381832,1
PHY381833,11
PHY381839,1
PHY381841,1
PHY381849,2
PHY381858,1
PHY381859,5
PHY381861,1
PHY381864,1
PHY381865,1
PHY381867,3
PHY381877,1
PHY381887,3
PHY381888,2
PHY381890,2
PHY381893,10
PHY381894,1
PHY381897,2
PHY381900,2
PHY381905,1
PHY381913,1
PHY381914,1
PHY381919,5
PHY381920,1
PHY381921,1
PHY381923,2
PHY381925,1
PHY381928,1
PHY381930,1
PHY381933,1
PHY381934,2
PHY381941,1
PHY381944,1
PHY381948,1
PHY381949,1
PHY381952,1
PHY381955,2
PHY381958,1
PHY381960,5
PHY381962,7
PHY381963,2
PHY381964,1
PHY381966,3
PHY381967,1
PHY381968,4
PHY381973,5
PHY381974,1
PHY381976,1
PHY381982,1
PHY381984,1
PHY381992,1
PHY382001,1
PHY382002,1
PHY382014,1
PHY382016,1
PHY382018,1
PHY382023,1
PHY382025,1
PHY382027,1
PHY382029,6
PHY382030,14
PHY382031,2
PHY382040,12
PHY382044,1
PHY382045,3
PHY382047,31
PHY382049,1
PHY382050,1
PHY382052,6
PHY382053,1
PHY382055,1
PHY382058,1
PHY382061,4
PHY382062,1
PHY382064,4
PHY382065,3
PHY382067,2
PHY382070,1
PHY382073,1
PHY382075,2
PHY382076,2
PHY382077,2
PHY382078,1
PHY382080,1
PHY382083,2
PHY382088,1
PHY382090,1
PHY382092,1
PHY382093,1
PHY382094,2
PHY382097,1
PHY382098,1
PHY382099,215
PHY382101,2
PHY382104,2
PHY382111,4
PHY382113,1
PHY382115,1
PHY382117,1
PHY382123,1
PHY382124,3
PHY382125,4
PHY382126,1
PHY382127,4
PHY382129,1
PHY382132,3
PHY382137,1
PHY382140,1
PHY382147,2
PHY382148,1
PHY382152,1
PHY382153,2
PHY382154,3
PHY382157,1
PHY382160,1
PHY382162,4
PHY382163,1
PHY382168,18
PHY382169,2
PHY382171,1
PHY382174,2
PHY382180,1
PHY382185,1
PHY382186,19
PHY382188,2
PHY382191,3
PHY382193,7
PHY382194,1
PHY382201,2
PHY382202,7
PHY382203,3
PHY382204,1
PHY382205,1
PHY382209,1
PHY382210,1
PHY382211,1
PHY382213,9
PHY382214,1
PHY382215,13
PHY382218,1
PHY382221,2
PHY382223,1
PHY382224,1
PHY382225,1
PHY382226,1
PHY382231,1
PHY382233,4
PHY382236,1
PHY382239,1
PHY382241,1
PHY382242,2
PHY382247,1
PHY382250,2
PHY382252,3
PHY382253,1
PHY382255,1
PHY382256,1
PHY382257,1
PHY382259,2
PHY382260,1
PHY382261,3
PHY382264,3
PHY382267,5
PHY382268,1
PHY382270,2
PHY382273,1
PHY382276,5
PHY382278,1
PHY382284,1
PHY382285,2
PHY382286,6
PHY382290,99
PHY382294,1
PHY382298,1
PHY382300,4
PHY382302,2
PHY382303,3
PHY382304,3
PHY382305,2
PHY382309,1
PHY382310,5
PHY382315,1
PHY382316,1
PHY382317,1
PHY382319,1
PHY382321,1
PHY382327,1
PHY382328,1
PHY382331,2
PHY382333,3
PHY382334,3
PHY382336,1
PHY382337,4
PHY382340,1
PHY382343,4
PHY382348,2
PHY382355,2
PHY382357,6
PHY382365,3
PHY382367,3
PHY382368,1
PHY382373,1
PHY382374,1
PHY382377,2
PHY382381,1
PHY382382,1
PHY382384,3
PHY382390,1
PHY382392,1
PHY382394,126
PHY382395,1
PHY382396,6
PHY382399,2
PHY382400,3
PHY382401,1
PHY382402,9
PHY382403,1
PHY382404,2
PHY382406,1
PHY382408,6
PHY382410,1
PHY382411,3
PHY382412,2
PHY382413,2
PHY382416,1
PHY382418,1
PHY382426,1
PHY382428,1
PHY382432,1
PHY382433,9
PHY382435,1
PHY382440,1
PHY382442,1
PHY382443,1
PHY382444,5
PHY382447,1
PHY382451,1
PHY382452,1
PHY382454,2
PHY382455,1
PHY382457,2
PHY382459,1
PHY382461,1
PHY382462,1
PHY382463,1
PHY382465,1
PHY382468,1
PHY382469,1
PHY382472,4
PHY382473,1
PHY382474,1
PHY382475,2
PHY382480,3
PHY382483,1
PHY382485,249
PHY382489,1
PHY382491,2
PHY382492,1
PHY382493,1
PHY382495,5
PHY382497,19
PHY382498,1
PHY382499,1
PHY382503,1
PHY382515,7
PHY382516,1
PHY382518,1
PHY382519,1
PHY382521,1
PHY382529,6
PHY382530,1
PHY382531,1
PHY382532,3
PHY382538,3
PHY382539,5
PHY382542,2
PHY382547,2
PHY382548,1
PHY382552,1
PHY382558,4
PHY382564,2
PHY382571,1
PHY382572,6
PHY382580,3
PHY382582,6
PHY382589,2
PHY382590,1
PHY382592,2
PHY382593,1
PHY382594,1
PHY382596,1
PHY382599,5
PHY382600,1
PHY382602,3
PHY382606,2
PHY382608,29
PHY382610,5
PHY382611,4
PHY382613,3
PHY382615,2
PHY382616,1
PHY382628,1
PHY382630,29
PHY382640,1
PHY382643,1
PHY382648,1
PHY382649,1
PHY382653,1
PHY382654,1
PHY382659,1
PHY382661,2
PHY382662,2
PHY382664,2
PHY382672,1
PHY382676,1
PHY382685,2
PHY382690,4
PHY382694,1
PHY382695,16
PHY382696,1
PHY382697,1
PHY382699,1
PHY382700,1
PHY382702,2
PHY382705,1
PHY382713,26
PHY382714,1
PHY382715,1
PHY382716,1
PHY382720,7
PHY382724,1
PHY382725,3
PHY382726,1
PHY382728,1
PHY382729,1
PHY382736,1
PHY382737,1
PHY382740,1
PHY382748,2
PHY382753,2
PHY382755,1
PHY382756,1
PHY382757,1
PHY382760,1
PHY382762,3
PHY382764,1
PHY382765,2
PHY382767,4
PHY382769,1
PHY382771,5
PHY382788,2
PHY382791,2
PHY382792,1
PHY382796,5
PHY382799,3
PHY382802,2
PHY382805,1
PHY382807,7
PHY382808,2
PHY382809,4
PHY382810,1
PHY382811,2
PHY382813,1
PHY382817,1
PHY382819,1
PHY382824,1
PHY382827,4
PHY382829,2
PHY382832,2
PHY382835,1
PHY382839,3
PHY382840,3
PHY382841,1
PHY382846,2
PHY382847,2
PHY382856,1
PHY382857,2
PHY382858,10
PHY382859,10
PHY382867,12
PHY382868,2
PHY382870,1
PHY382881,2
PHY382883,1
PHY382887,2
PHY382893,1
PHY382894,1
PHY382897,9
PHY382898,1
PHY382901,17
PHY382902,1
PHY382906,1
PHY382908,3
PHY382911,1
PHY382912,13
PHY382913,1
PHY382915,1
PHY382918,2
PHY382920,1
PHY382921,1
PHY382922,1
PHY382927,1
PHY382934,1
PHY382935,1
PHY382936,3
PHY382937,1
PHY382938,1
PHY382939,1
PHY382940,1
PHY382942,1
PHY382944,1
PHY382945,1
PHY382946,1
PHY382958,1
PHY382961,2
PHY382966,1
PHY382970,1
PHY382975,3
PHY382977,1
PHY382978,1
PHY382980,7
PHY382981,1
PHY382982,1
PHY382986,2
PHY382987,10
PHY382989,1
PHY382990,3
PHY382991,1
PHY382992,1
PHY382993,5
PHY382994,1
PHY382997,8
PHY382999,1
PHY383001,81
PHY383002,1
PHY383003,8
PHY383006,2
PHY383007,1
PHY383011,1
PHY383012,5
PHY383013,14
PHY383017,35
PHY383018,1
PHY383022,1
PHY383023,2
PHY383027,1
PHY383028,1
PHY383029,3
PHY383037,1
PHY383040,1
PHY383041,4
PHY383044,4
PHY383045,1
PHY383049,4
PHY383054,2
PHY383055,2
PHY383066,1
PHY383067,1
PHY383068,1
PHY383069,1
PHY383074,2
PHY383079,1
PHY383083,2
PHY383084,1
PHY383085,3
PHY383087,4
PHY383090,1
PHY383095,2
PHY383097,1
PHY383100,28
PHY383103,5
PHY383108,1
PHY383110,1
PHY383113,2
PHY383115,3
PHY383117,2
PHY383118,2
PHY383121,2
PHY383122,1
PHY383127,6
PHY383130,1
PHY383131,2
PHY383133,1
PHY383136,1
PHY383137,2
PHY383140,1
PHY383141,1
PHY383145,1
PHY383146,1
PHY383149,2
PHY383150,2
PHY383152,1
PHY383153,1
PHY383162,6
PHY383163,1
PHY383165,1
PHY383166,5
PHY383167,1
PHY383169,1
PHY383173,1
PHY383174,1
PHY383175,3
PHY383176,1
PHY383179,2
PHY383180,4
PHY383182,30
PHY383183,1
PHY383189,1
PHY383192,1
PHY383194,1
PHY383197,1
PHY383200,1
PHY383202,1
PHY383203,2
PHY383206,1
PHY383210,4
PHY383212,1
PHY383215,2
PHY383218,1
PHY383220,2
PHY383227,1
PHY383228,4
PHY383232,4
PHY383235,3
PHY383243,6
PHY383244,1
PHY383247,1
PHY383249,1
PHY383250,1
PHY383257,1
PHY383260,2
PHY383261,5
PHY383262,4
PHY383263,17
PHY383265,14
PHY383269,2
PHY383275,1
PHY383277,3
PHY383280,1
PHY383281,1
PHY383282,2
PHY383284,1
PHY383285,1
PHY383287,1
PHY383288,4
PHY383289,1
PHY383291,4
PHY383295,1
PHY383297,4
PHY383299,1
PHY383300,1
PHY383303,1
PHY383305,106
PHY383309,2
PHY383310,3
PHY383311,3
PHY383314,1
PHY383316,1
PHY383317,1
PHY383320,1
PHY383322,1
PHY383327,2
PHY383329,1
PHY383333,1
PHY383334,1
PHY383336,344
PHY383338,3
PHY383339,1
PHY383341,6
PHY383342,1
PHY383344,1
PHY383345,1
PHY383348,1
PHY383351,52
PHY383356,1
PHY383359,1
PHY383363,1
PHY383374,16
PHY383382,1
PHY383384,1
PHY383387,1
PHY383388,1
PHY383390,2
PHY383391,1
PHY383392,15
PHY383398,1
PHY383403,2
PHY383406,1
PHY383407,20
PHY383415,1
PHY383428,1
PHY383433,1
PHY383439,2
PHY383440,1
PHY383441,1
PHY383444,1
PHY383445,1
PHY383446,11
PHY383447,1
PHY383449,1
PHY383452,2
PHY383453,3
PHY383455,2
PHY383457,3
PHY383458,4
PHY383464,1
PHY383466,1
PHY383468,9
PHY383471,2
PHY383473,1
PHY383474,1
PHY383479,10
PHY383480,2
PHY383484,3
PHY383487,2
PHY383488,1
PHY383489,2
PHY383490,5
PHY383492,1
PHY383493,55
PHY383494,4
PHY383495,1
PHY383501,1
PHY383502,1
PHY383503,2
PHY383505,1
PHY383508,16
PHY383513,9
PHY383514,1
PHY383515,26
PHY383516,14
PHY383518,1
PHY383520,8
PHY383522,2
PHY383524,4
PHY383527,1
PHY383530,2
PHY383533,3
PHY383534,19
PHY383536,3
PHY383537,1
PHY383540,2
PHY383543,3
PHY383546,1
PHY383549,7
PHY383551,1
PHY383555,1
PHY383560,3
PHY383565,4
PHY383566,1
PHY383568,1
PHY383570,1
PHY383572,1
PHY383573,1
PHY383576,2
PHY383579,2
PHY383582,1
PHY383583,2
PHY383584,1
PHY383585,3
PHY383587,5
PHY383588,34
PHY383590,4
PHY383595,1
PHY383596,1
PHY383603,1
PHY383608,1
PHY383610,2
PHY383612,4
PHY383617,1
PHY383618,3
PHY383620,2
PHY383628,1
PHY383631,1
PHY383632,1
PHY383639,1
PHY383641,9
PHY383643,2
PHY383644,2
PHY383646,1
PHY383647,1
PHY383650,1
PHY383655,2
PHY383657,1
PHY383659,5
PHY383661,1
PHY383663,1
PHY383664,2
PHY383665,1
PHY383667,1
PHY383668,2
PHY383669,4
PHY383671,2
PHY383672,2
PHY383674,1
PHY383676,1
PHY383683,6
PHY383684,2
PHY383685,1
PHY383686,1
PHY383690,13
PHY383691,1
PHY383693,4
PHY383707,1
PHY383708,1
PHY383711,4
PHY383713,2
PHY383716,1
PHY383725,2
PHY383730,2
PHY383733,1
PHY383734,4
PHY383740,1
PHY383744,2
PHY383747,2
PHY383750,1
PHY383752,1
PHY383753,10
PHY383757,1
PHY383758,1
PHY383759,1
PHY383766,4
PHY383767,1
PHY383770,5
PHY383771,1
PHY383776,1
PHY383778,1
PHY383780,3
PHY383781,5
PHY383782,1
PHY383783,3
PHY383784,2
PHY383787,3
PHY383788,2
PHY383789,1
PHY383790,1
PHY383792,3
PHY383793,1
PHY383796,2
PHY383800,1
PHY383803,1
PHY383809,1
PHY383810,1
PHY383812,2
PHY383821,1
PHY383822,4
PHY383825,1
PHY383826,1
PHY383827,4
PHY383831,4
PHY383832,3
PHY383833,18
PHY383836,1
PHY383839,1
PHY383840,1
PHY383842,1
PHY383846,2
PHY383850,1
PHY383851,1
PHY383853,1
PHY383855,2
PHY383858,6
PHY383859,1
PHY383862,2
PHY383866,1
PHY383867,1
PHY383868,1
PHY383870,1
PHY383871,1
PHY383873,18
PHY383875,2
PHY383876,1
PHY383877,1
PHY383879,2
PHY383880,1
PHY383881,3
PHY383884,12
PHY383889,1
PHY383891,1
PHY383892,1
PHY383894,2
PHY383895,2
PHY383898,3
PHY383901,2
PHY383910,3
PHY383914,1
PHY383917,4
PHY383918,4
PHY383919,2
PHY383928,3
PHY383929,2
PHY383933,1
PHY383934,1
PHY383937,1
PHY383940,5
PHY383943,3
PHY383945,14
PHY383950,1
PHY383952,6
PHY383955,1
PHY383956,1
PHY383957,5
PHY383959,1
PHY383961,3
PHY383962,1
PHY383964,1
PHY383968,1
PHY383973,1
PHY383974,4
PHY383975,1
PHY383978,1
PHY383982,1
PHY383983,1
PHY383985,1
PHY383986,1
PHY383992,4
PHY383994,2
PHY383995,1
PHY383996,4
PHY384001,1
PHY384002,1
PHY384010,1
PHY384012,10
PHY384015,1
PHY384016,1
PHY384017,1
PHY384021,1
PHY384022,1
PHY384023,2
PHY384024,30
PHY384030,3
PHY384031,2
PHY384033,1
PHY384036,3
PHY384037,1
PHY384040,1
PHY384044,1
PHY384045,2
PHY384047,3
PHY384048,7
PHY384049,1
PHY384056,1
PHY384061,15
PHY384062,1
PHY384066,1
PHY384067,3
PHY384077,5
PHY384078,1
PHY384082,1
PHY384083,1
PHY384087,1
PHY384095,1
PHY384097,1
PHY384101,2
PHY384107,1
PHY384110,2
PHY384111,4
PHY384112,2
PHY384113,2
PHY384115,1
PHY384116,1
PHY384121,1
PHY384129,1
PHY384130,10
PHY384132,1
PHY384133,1
PHY384134,2
PHY384135,1
PHY384137,1
PHY384138,1
PHY384140,7
PHY384142,1
PHY384147,1
PHY384151,3
PHY384154,1
PHY384155,1
PHY384156,2
PHY384158,1
PHY384164,1
PHY384165,1
PHY384168,1
PHY384171,1
PHY384174,1
PHY384175,6
PHY384177,1
PHY384179,1
PHY384181,1
PHY384183,2
PHY384184,1
PHY384185,5
PHY384186,1
PHY384188,1
PHY384198,1
PHY384200,2
PHY384203,1
PHY384205,1
PHY384207,1
PHY384208,4
PHY384209,1
PHY384211,1
PHY384212,1
PHY384214,2
PHY384216,2
PHY384218,1
PHY384221,1
PHY384223,5
PHY384230,1
PHY384231,12
PHY384232,1
PHY384236,1
PHY384238,2
PHY384243,1
PHY384244,4
PHY384248,4
PHY384250,1
PHY384255,1
PHY384256,1
PHY384257,1
PHY384262,2
PHY384263,2
PHY384265,3
PHY384266,2
PHY384272,60
PHY384274,1
PHY384278,1
PHY384280,3
PHY384287,1
PHY384288,1
PHY384291,1
PHY384292,5
PHY384294,1
PHY384302,1
PHY384304,2
PHY384306,1
PHY384308,1
PHY384309,2
PHY384312,1
PHY384313,2
PHY384316,1
PHY384320,1
PHY384321,12
PHY384322,7
PHY384324,1
PHY384325,1
PHY384335,7
PHY384338,1
PHY384341,1
PHY384342,1
PHY384343,1
PHY384344,1
PHY384345,1
PHY384349,1
PHY384356,1
PHY384358,2
PHY384359,1
PHY384361,1
PHY384364,1
PHY384366,1
PHY384371,1
PHY384372,1
PHY384376,1
PHY384379,3
PHY384386,20
PHY384389,13
PHY384391,1
PHY384393,4
PHY384394,196
PHY384396,1
PHY384398,4
PHY384401,3
PHY384404,1
PHY384405,7
PHY384411,1
PHY384415,1
PHY384416,2
PHY384420,1
PHY384421,4
PHY384422,2
PHY384424,1
PHY384426,1
PHY384428,1
PHY384430,1
PHY384432,2
PHY384434,1
PHY384436,1
PHY384440,1
PHY384441,72
PHY384443,4
PHY384446,3
PHY384448,5
PHY384450,3
PHY384452,3
PHY384453,1
PHY384455,2
PHY384458,1
PHY384461,9
PHY384462,1
PHY384464,1
PHY384465,2
PHY384466,2
PHY384468,22
PHY384471,2
PHY384475,3
